1.000000000000000000e+00,5.000000000000000000e+00,1.041215999999999919e+00,-2.697958999999999774e-01,2.377976999999999869e-02,4.374637000000000109e-01,5.313491999999999660e-01,1.365279000000000076e-01
1.000000000000000000e+00,5.000000000000000000e+00,1.041803000000000035e+00,-2.800250000000000239e-01,7.629270999999999969e-02,4.682641000000000164e-01,7.210685000000000011e-01,9.762239000000000333e-02
1.000000000000000000e+00,5.000000000000000000e+00,1.039085999999999954e+00,-2.926631000000000093e-01,1.474754000000000065e-01,4.982574000000000169e-01,5.203284000000000242e-01,8.355577999999999617e-02
1.000000000000000000e+00,5.000000000000000000e+00,1.054767999999999928e+00,-2.923837000000000241e-01,1.399061000000000055e-01,4.793956999999999802e-01,3.726251999999999898e-01,2.286101000000000105e-02
1.000000000000000000e+00,5.000000000000000000e+00,1.028375999999999957e+00,-2.858257000000000159e-01,1.199341000000000018e-01,3.898935000000000040e-01,4.145414000000000043e-01,-2.593917000000000098e-02
1.000000000000000000e+00,5.000000000000000000e+00,1.006215999999999999e+00,-2.782526000000000166e-01,1.341948000000000030e-01,3.066510000000000069e-01,3.333279000000000103e-01,-2.714203999999999922e-02
1.000000000000000000e+00,5.000000000000000000e+00,9.623905000000000376e-01,-2.587232999999999894e-01,1.333635999999999988e-01,2.949761000000000188e-01,2.788276000000000088e-01,-3.679261000000000337e-02
1.000000000000000000e+00,5.000000000000000000e+00,9.291962000000000277e-01,-2.494185999999999903e-01,1.424890000000000045e-01,3.061180000000000012e-01,2.705812000000000217e-01,-3.247727000000000253e-02
1.000000000000000000e+00,5.000000000000000000e+00,9.430467000000000155e-01,-2.629813999999999763e-01,1.609307000000000099e-01,2.626599000000000017e-01,7.101754000000000400e-02,6.943193999999999755e-03
1.000000000000000000e+00,5.000000000000000000e+00,9.516348000000000029e-01,-2.628906999999999772e-01,1.416763000000000050e-01,2.567748000000000252e-01,4.640130000000000123e-03,4.659001000000000114e-02
1.000000000000000000e+00,5.000000000000000000e+00,1.001703000000000010e+00,-2.574460000000000082e-01,1.225485000000000047e-01,2.744127000000000094e-01,1.060447999999999946e-01,3.184259999999999868e-02
1.000000000000000000e+00,5.000000000000000000e+00,1.017725999999999908e+00,-2.688285999999999731e-01,1.261423000000000127e-01,2.667737000000000025e-01,8.783897000000000233e-02,1.757196999999999926e-02
1.000000000000000000e+00,5.000000000000000000e+00,9.890200000000000102e-01,-2.807939999999999880e-01,1.392838000000000132e-01,3.088987000000000260e-01,7.126050000000000439e-02,2.412390000000000020e-02
1.000000000000000000e+00,5.000000000000000000e+00,1.006361999999999979e+00,-2.923927000000000054e-01,1.592329000000000105e-01,2.979181000000000190e-01,5.665197000000000288e-02,6.829112000000000030e-03
1.000000000000000000e+00,5.000000000000000000e+00,1.001875000000000071e+00,-2.849689999999999723e-01,1.602542000000000133e-01,2.596236000000000099e-01,3.202387000000000289e-02,1.210847999999999959e-02
1.000000000000000000e+00,5.000000000000000000e+00,9.999006000000000283e-01,-2.579841999999999969e-01,1.523618999999999946e-01,2.797574999999999923e-01,5.031528999999999863e-02,2.212675999999999879e-02
1.000000000000000000e+00,5.000000000000000000e+00,1.009093000000000018e+00,-2.544063999999999770e-01,1.515498000000000123e-01,2.423333000000000015e-01,3.773796000000000095e-02,6.270946999999999806e-03
1.000000000000000000e+00,5.000000000000000000e+00,9.914053000000000448e-01,-2.618360000000000132e-01,1.429909000000000041e-01,2.168062000000000045e-01,4.325964000000000198e-02,9.271642000000000078e-03
1.000000000000000000e+00,5.000000000000000000e+00,9.964304999999999968e-01,-2.588271999999999795e-01,1.405366999999999866e-01,2.278785000000000116e-01,5.221670999999999951e-02,2.871898000000000159e-02
1.000000000000000000e+00,5.000000000000000000e+00,9.920887999999999929e-01,-2.551794000000000007e-01,1.471642999999999979e-01,2.113967999999999958e-01,4.056012999999999979e-02,2.864432999999999910e-02
1.000000000000000000e+00,5.000000000000000000e+00,9.797702999999999829e-01,-2.531704000000000176e-01,1.484713000000000005e-01,2.230078000000000060e-01,1.912391000000000091e-02,1.517528999999999927e-02
1.000000000000000000e+00,5.000000000000000000e+00,9.891510999999999498e-01,-2.633458000000000188e-01,1.475489000000000106e-01,2.266762999999999972e-01,-1.984821000000000155e-02,1.349414999999999989e-02
1.000000000000000000e+00,5.000000000000000000e+00,1.000642999999999949e+00,-2.705073000000000061e-01,1.398946000000000078e-01,2.237377999999999867e-01,1.479215000000000044e-02,1.558211999999999965e-02
